Location,Year,Municipality Population-- do not change or edit - click to see definition,Direct Circ,Total Appropriated Municipal Income--Operating,1 Total number of adult programs,2 Total attendance at all adult programs,3 Total number of Young Adult programs,4 Total attendance at YA programs,5 Total number of children's programs,6 Total Attendance at all Children's Programs,7 Total Number of Programs,8 Total Attendance at All Programs,ILL Received,ILL Provided,Visitors,1 Number of public use Internet computers available in the library (including children's area) and its branches and bookmobiles,Number of Users of Public Internet Computers Per Year - IMLS
Sherborn - Sherborn Library,2014,"4,199","50,604","$391,135 ",87,560,3,19,97,"1,728",187,"2,307","3,873","12,151","46,692",6,"2,340"
Tisbury - Vineyard Haven Public Library,2014,"4,067","101,622","$522,155 ",130,"3,328",38,69,205,"3,667",373,"7,064","15,764","25,894","80,006",21,"15,600"
West Brookfield - Merriam-Gilbert Public Library,2014,"3,731","37,706","$184,517 ",27,273,3,38,109,"2,010",139,"2,321","4,913","5,989","46,774",5,"2,912"
Sunderland - Sunderland Public Library,2014,"3,699","70,050","$117,905 ",77,"1,476",18,176,96,"1,932",191,"3,584","11,305","6,125","48,477",14,"10,400"
Brimfield - Brimfield Public Library,2014,"3,660","14,032","$93,874 ",5,62,0,0,20,270,25,332,483,0,"4,671",2,"1,040"
Essex - T.O.H.P. Burnham Free Library,2014,"3,584","30,307","$110,413 ",6,96,4,36,37,518,47,650,"7,701","4,928",,3,"1,976"
Nahant - Nahant Public Library,2014,"3,442","18,004","$198,829 ",20,190,7,35,59,505,86,730,155,,"11,383",2,780
Princeton - Princeton Public Library,2014,"3,436","37,385","$163,142 ",49,539,18,198,144,"2,080",211,"2,817","7,077","5,016","28,987",9,"1,612"
Brookfield - Merrick Public Library,2014,"3,403","24,290","$107,545 ",38,557,38,100,100,"1,480",176,"2,137","4,036","6,917","12,957",5,"3,536"
Dunstable - Dunstable Free Public Library,2014,"3,303","21,556","$150,532 ",50,544,41,75,136,"1,352",227,"1,971","4,767","7,704","10,200",3,520
Hatfield - Hatfield Public Library,2014,"3,275","24,118","$103,056 ",12,50,5,55,105,"1,567",122,"1,672","3,760","4,653","10,393",2,520
Sheffield - Bushnell-Sage Library,2014,"3,233","20,620","$160,833 ",403,"3,106",0,0,92,810,495,"3,916","4,642","9,130","27,924",5,"9,672"
Cheshire - Cheshire Public Library,2014,"3,219","6,890","$23,100 ",3,51,,,28,92,31,143,565,"1,035","2,249",1,104
Millville - Millville Free Public Library,2014,"3,198","5,197","$14,579 ",10,120,0,0,43,500,53,620,0,45,,5,260
Ashby - Ashby Free Public Library,2014,"3,140","19,227","$84,378 ",17,108,0,0,55,576,72,684,"3,132","5,712","15,426",6,260
Lanesborough - Lanesborough Public Library,2014,"3,057","10,639","$33,346 ",10,126,0,0,60,687,70,813,283,272,"8,576",2,
Northfield - Field Library,2014,"3,034",239,$600 ,0,0,0,0,2,32,2,32,359,26,224,0,0
Northfield - Dickinson Memorial Library,2014,"3,034","45,829","$144,584 ",48,774,0,0,79,"1,402",127,"2,176","7,786","3,677","23,207",7,520
Hardwick - Paige Memorial Library,2014,"2,995","8,323","$48,261 ",36,94,2,8,45,728,83,830,520,427,"4,137",3,936
Hardwick - Gilbertville Public Library,2014,"2,995","12,415","$20,807 ",76,875,,,8,300,84,"1,175",992,190,"8,192",6,"7,800"
Provincetown - Provincetown Public Library,2014,"2,968","89,689","$304,328 ",297,"4,069",43,233,59,406,399,"4,708","10,502","11,302","344,672",12,"45,500"
Berlin - Berlin Public Library,2014,"2,902","16,689","$119,749 ",18,520,10,96,104,"2,136",132,"2,752","3,360","4,339","10,400",3,624
Plympton - Plympton Public Library,2014,"2,840","24,176","$126,010 ",106,983,0,0,60,893,166,"1,876","3,678","9,381","14,500",5,"1,560"
West Tisbury - West Tisbury Free Public Library,2014,"2,828","134,966","$453,336 ",97,"1,579",16,157,79,"1,955",192,"3,691","22,110","9,515","98,852",18,"31,200"
Wellfleet - Wellfleet Public Library,2014,"2,742","100,114","$380,066 ",326,"10,410",21,168,321,"5,160",668,"15,738","15,207","19,018","103,150",22,"22,932"
Holland - Holland Public Library,2014,"2,487","3,267","$37,238 ",20,340,0,0,35,206,55,546,848,966,"1,962",2,364
Williamsburg - Meekins Public Library,2014,"2,476","79,926","$132,793 ",77,"2,788",34,456,344,"2,667",455,"5,911","10,516","10,996","45,087",11,"2,184"
"Becket - Becket Athenaeum, Inc.",2014,"2,313","6,099","$50,500 ",12,135,148,620,148,"1,345",308,"2,100",168,99,"6,202",10,"3,016"
East Brookfield - East Brookfield Public Library,2014,"2,186","11,940","$75,319 ",16,88,5,20,72,"1,172",93,"1,280","1,253","1,867","7,750",4,"1,456"
Huntington - Huntington Public Library,2014,"2,172","9,835","$62,222 ",32,190,0,0,22,219,54,409,565,,"6,075",4,"2,600"
Bernardston - Cushman Library,2014,"2,134","18,731","$61,730 ",45,214,1,5,46,621,92,840,"3,093","1,876","8,733",2,468
Hinsdale - Hinsdale Public Library,2014,"2,010","13,817","$61,465 ",20,178,0,0,7,114,27,292,674,0,"7,307",4,"2,080"
Truro - Truro Public Library,2014,"2,009","50,081","$319,838 ",88,"2,184",16,23,217,"4,738",321,"6,945","10,203","15,408","77,179",5,"6,500"
Stockbridge - Stockbridge Library Association,2014,"1,961","29,802","$135,000 ",47,"1,890",4,8,146,"3,904",197,"5,802","3,791","5,148","27,186",5,"5,876"
Oakham - Fobes Memorial Library,2014,"1,913","5,839","$54,131 ",41,161,2,63,83,"1,021",126,"1,245",186,223,"5,050",4,"1,040"
Conway - Field Memorial Library,2014,"1,904","9,403","$1,844 ",12,256,1,5,7,105,20,366,278,,"4,260",1,260
Buckland - Buckland Public Library,2014,"1,902","14,781","$31,654 ",6,220,0,0,17,470,23,690,"2,255","1,670","3,000",4,"1,560"
Shelburne - Shelburne Free Public Library,2014,"1,898","8,046","$28,130 ",0,0,0,0,1,4,1,4,"1,543","1,869",,1,260
Shelburne - Arms Library,2014,"1,898","24,106","$26,600 ",20,789,1,11,33,207,54,"1,007","5,191","2,368",,2,"1,300"
Leverett - Leverett Library,2014,"1,867","37,890","$75,237 ",32,596,0,,68,717,100,"1,313","6,441","5,075","18,384",6,"2,600"
Wales - Wales Public Library,2014,"1,864","7,708","$48,765 ",1,16,0,0,50,165,51,181,"1,179","1,713","3,678",3,624
Erving - Erving Public Library,2014,"1,802","13,065","$50,303 ",14,192,1,9,27,508,42,709,"2,046","2,830","6,054",5,520
Russell - Russell Public Library,2014,"1,788","3,263","$37,850 ",5,54,0,0,8,146,13,200,37,0,,3,
Shutesbury - M. N. Spear Memorial Library,2014,"1,777","28,682","$61,386 ",37,395,0,0,70,989,107,"1,384","4,269","4,943","10,780",2,"1,820"
Ashfield - Belding Memorial Library,2014,"1,739","18,608","$39,500 ",4,60,0,0,20,330,24,390,"2,942","1,704","6,075",3,936
Phillipston - Phillips Free Public Library,2014,"1,693","5,831","$24,936 ",1,8,0,0,36,"2,015",37,"2,023",82,4,"2,735",3,416
Clarksburg - Clarksburg Town Library,2014,"1,689","22,186","$57,901 ",3,250,1,45,200,"4,995",204,"5,290","1,107","2,193","16,551",5,"2,600"
Colrain - Griswold Memorial Library,2014,"1,673","16,890","$47,026 ",10,75,0,0,41,442,51,517,"3,583","2,035","6,489",4,468
Granville - Granville Public Library,2014,"1,605","6,166","$35,322 ",6,80,0,0,10,160,16,240,962,"1,931","3,718",3,208
Westhampton - Westhampton Memorial Library,2014,"1,603","21,560","$83,776 ",226,"2,292",2,35,133,"2,088",361,"4,415","2,870","4,414","13,250",5,"1,300"
Charlemont - Tyler Memorial Library,2014,"1,600","1,578","$17,837 ",9,55,1,10,10,60,20,125,66,,947,2,364
Otis - Otis Free Public Library,2014,"1,599","14,110","$60,885 ",5,55,3,12,14,168,22,235,"2,357","2,766","12,842",5,"3,640"
Whately - S. White Dickinson Memorial Library,2014,"1,506","8,395","$48,764 ",39,"1,181",3,13,12,137,54,"1,331","1,329","2,990",,2,"1,300"
Gill - Slate Memorial Library,2014,"1,502","4,643","$24,135 ",8,132,,,44,558,52,690,159,,"2,201",2,
New Marlborough - New Marlborough Town Library,2014,"1,498","18,379","$90,017 ",58,430,0,0,63,"1,267",121,"1,697","3,348","5,152","11,245",3,"2,600"
Richmond - Richmond Free Public Library,2014,"1,459","15,304","$49,901 ",41,411,0,0,18,181,59,592,"3,840","3,897","8,684",3,156
Chester - Hamilton Memorial Library,2014,"1,351","8,241","$31,760 ",2,40,0,0,4,72,6,112,630,,,3,0
Pelham - Pelham Library,2014,"1,321","39,695","$46,845 ",69,"1,192",35,458,317,"4,799",421,"6,449",985,565,"14,056",8,"2,860"
West Stockbridge - West Stockbridge Public Library,2014,"1,295","8,367","$29,840 ",11,140,0,0,19,130,27,240,"1,399","1,499","5,315",4,"1,560"
Royalston - Phinehas S. Newton Library,2014,"1,263","14,847","$51,534 ",114,"1,184",15,352,91,915,220,"2,451","1,406",434,"9,272",3,"1,820"
Blandford - Porter Memorial Library,2014,"1,240","6,965","$43,398 ",60,176,0,0,24,120,84,296,722,175,"3,124",5,520
Petersham - Petersham Memorial Library,2014,"1,239","9,119","$8,900 ",13,351,0,0,53,813,66,"1,164","2,261","1,414","6,872",4,624
Chesterfield - Chesterfield Public Library,2014,"1,235","11,979","$24,056 ",0,0,0,0,52,536,52,536,909,949,0,3,520
Egremont - Egremont Free Library,2014,"1,225","3,052","$29,193 ",4,60,4,8,12,120,20,188,0,,"1,864",3,260
Worthington - Worthington Library,2014,"1,164","3,314","$14,912 ",59,776,0,0,7,288,66,"1,064",513,0,"3,101",3,468
Goshen - Goshen Free Public Library,2014,"1,056","1,190","$4,817 ",7,65,,,3,46,10,111,91,,818,2,156
New Braintree - New Braintree Public Library,2014,"1,018","3,182","$16,225 ",1,320,,,3,162,4,482,0,0,"3,340",2,364
New Salem - New Salem Public Library,2014,"1,002","15,237","$50,046 ",17,177,8,35,82,758,107,970,"2,172","2,340","6,639",6,
Monterey - Monterey Public Library,2014,955,"14,797","$59,900 ",57,881,0,0,23,348,80,"1,229","2,995","3,863","8,616",4,"3,120"
Sandisfield - Sandisfield Public Library,2014,919,"1,075","$12,751 ",1,47,0,0,0,0,1,47,645,0,"1,300",2,416
Windsor - Windsor Free Public Library,2014,902,"1,969","$2,300 ",0,0,0,0,0,,,,355,,"1,323",1,104
Chilmark - Chilmark Free Public Library,2014,900,"72,715","$297,456 ",28,951,2,12,251,"4,235",281,"5,198","4,815","17,026","48,975",8,"1,664"
Cummington - Bryant Free Library,2014,870,"2,103","$7,130 ",6,30,0,0,1,11,7,41,35,0,"1,046",1,156
Wendell - Wendell Free Library,2014,866,"23,124","$38,663 ",138,"1,386",14,56,100,"1,530",252,"2,972","2,347","3,423","11,892",7,"1,664"
Montgomery - Grace Hall Memorial Library,2014,858,"5,762","$20,418 ",3,161,0,0,10,193,13,354,278,278,"4,097",1,312
Peru - Peru Library,2014,852,"2,111","$8,031 ",3,58,1,12,3,42,7,112,94,0,"1,151",3,312
Warwick - Warwick Free Public Library,2014,779,"3,303","$27,451 ",3,120,0,0,1,10,,,534,624,"4,025",5,"3,900"
Florida - Florida Free Public Library,2014,749,"6,396","$27,078 ",1,16,0,0,50,350,51,366,115,814,"3,680",2,208
Leyden - Robertson Memorial Library,2014,722,"3,319","$21,951 ",0,0,0,0,4,109,4,109,745,0,"2,109",1,52
Hancock - Taylor Memorial Library,2014,716,,,,,,,,,,,,,,,
Heath - Heath Free Public Library,2014,706,"16,602","$39,541 ",1,12,,,19,139,20,151,"3,378","2,780","5,425",3,"1,456"
Savoy - Savoy Hollow Library,2014,688,,,,,,,,,,,,,,,
Plainfield - Shaw Memorial Library,2014,646,"7,478","$15,343 ",7,166,,,3,7,10,173,630,,,2,
Middlefield - Middlefield Public Library,2014,527,"1,357","$6,998 ",9,156,0,0,48,468,57,624,103,0,"1,824",2,156
Alford - Alford Free Public Library,2014,492,17,,,,,,1,18,1,18,,,143,,
Tolland - Tolland Public Library,2014,487,"2,766","$19,116 ",1,12,0,0,0,0,1,12,100,0,"2,096",2,156
Rowe - Rowe Town Library,2014,394,"6,081","$65,693 ",2,36,0,0,13,143,15,179,815,"2,289","3,086",5,104
Tyringham - Tyringham Free Public Library,2014,324,"1,394",,,,,,,,,,,,"1,493",2,312
Aquinnah - Aquinnah Public Library,2014,319,"14,360","$131,419 ",22,458,0,0,93,955,115,"1,413","2,451","4,570","5,261",3,728
Mount Washington - Mount Washington Public Library,2014,166,842,"$1,331 ",3,35,0,0,0,0,3,35,0,0,,1,104
Monroe - Monroe Public Library,2014,121,,,,,,,,,,,,,,,
Gosnold - Cuttyhunk Public Library,2014,76,"1,573","$11,080 ",,0,0,0,0,0,0,0,0,0,"1,438",0,0
Boston - Boston Public Library,2015,"645,966","3,832,733","$33,416,127 ","5,419","70,386","1,057","7,032","4,589","115,430","11,065","192,848","6,598","9,479","3,484,928",722,"539,344"
Worcester - Worcester Public Library,2015,"182,544","1,002,521","$4,975,107 ",144,"1,488",117,634,"1,368","16,104","1,629","18,226","64,602","64,328","777,038",197,
Springfield - Springfield City Library,2015,"153,703","560,494","$6,243,746 ",711,"13,634",453,"5,698","2,823","44,491","3,987","63,823","40,925","88,357","729,083",159,"58,396"
Lowell - Samuel S. Pollard Memorial Library,2015,"108,861","193,707","$1,247,470 ",255,"4,586",116,"1,670",202,"6,510",573,"12,766","37,698","29,466",,49,"48,776"
Cambridge - Cambridge Public Library,2015,"107,289","1,607,126","$9,249,325 ",734,"23,394",71,992,"1,578","59,607","2,383","83,993","204,625","123,537","957,477",148,"199,264"
New Bedford - New Bedford Free Public Library,2015,"95,078","267,253","$2,246,156 ",279,"1,116",70,465,334,"5,578",683,"7,159","66,037","42,458","273,400",61,"72,800"
Brockton - Brockton Public Library System,2015,"94,089","183,539","$2,127,001 ",158,"2,216",37,272,126,"2,950",321,"5,438","13,956","18,965","164,757",58,"30,108"
Quincy - Thomas Crane Public Library,2015,"93,494","748,607","$3,072,872 ",543,"8,481",98,685,434,"14,282","1,075","23,448","73,575","54,806","656,920",80,"123,708"
Lynn - Lynn Public Library,2015,"91,589","143,979","$989,879 ",78,625,279,"3,456",280,"8,948",637,"13,029","15,919","11,241","302,615",23,"44,200"
Fall River - Fall River Public Library,2015,"88,697","179,676","$1,042,782 ",78,"1,179",4,100,295,"6,472",377,"7,751","38,674","21,780","190,430",31,"28,912"
Newton - Newton Free Library,2015,"87,971","1,658,656","$5,451,484 ",547,"12,928",155,"2,711","1,426","33,077","2,128","48,716","156,218","147,272","679,079",45,"45,084"
Somerville - Somerville Public Library,2015,"78,804","348,324","$1,964,651 ",393,"5,871",35,860,318,"8,786",746,"15,517","63,251","38,898","308,966",44,"60,944"
Lawrence - Lawrence Public Library,2015,"77,657","114,192","$973,891 ",72,"1,210",0,0,712,"12,234",784,"13,444","41,391","3,467",,37,"57,200"
Framingham - Framingham Public Library,2015,"70,441","647,676","$2,928,591 ",294,"8,810",39,"1,930",503,"18,325",836,"29,065","56,511","71,269","403,574",54,
Waltham - Waltham Public Library,2015,"62,227","414,588","$2,498,814 ",52,924,25,138,196,"5,237",273,"6,299","45,144","59,535","266,482",37,"67,392"
Haverhill - Haverhill Public Library,2015,"62,088","343,566","$1,200,090 ",163,"1,096",91,983,381,"5,944",635,"8,023","42,014","49,216","301,554",42,"59,540"
Malden - Malden Public Library,2015,"60,509","288,802","$1,363,778 ",175,"4,742",31,551,226,"13,708",432,"19,001","28,851","41,339","366,175",14,"34,320"
Brookline - Brookline Public Library,2015,"59,128","1,180,325","$3,698,844 ",319,"6,209",21,580,633,"22,595",973,"29,384","165,438","135,838","642,645",64,"154,284"
Plymouth - Plymouth Public Library,2015,"57,826","345,035","$1,656,373 ",276,"5,662",38,428,389,"8,830",703,"14,920","33,276","19,592","206,331",21,"29,796"
Medford - Medford Public Library,2015,"57,170","208,284","$1,077,283 ",96,"1,800",11,101,400,"5,859",507,"7,760","38,541","35,859",0,10,
Taunton - Taunton Public Library,2015,"56,069","168,748","$1,207,540 ",14,840,0,0,252,"11,340",266,"12,180","35,262","34,742",,22,"67,392"
Chicopee - Chicopee Public Library,2015,"55,717","382,313","$1,567,973 ",984,"12,994",90,995,303,"14,212","1,377","28,201","34,096","31,359","239,188",72,"75,504"
Weymouth - Tufts Library,2015,"55,419","310,849","$1,380,633 ",48,"1,859",82,"1,345",258,"7,663",388,"10,867","48,832","38,633",,9,"10,140"
Revere - Revere Public Library,2015,"53,756","30,530","$574,613 ",1,42,0,0,130,"1,950",131,"1,992","5,129","1,970",,32,"16,224"
Peabody - Peabody Institute Library,2015,"52,044","232,323","$1,749,156 ",771,"5,948",414,"7,367",484,"8,686","1,669","22,001","24,465","22,240","293,130",45,"55,796"
Methuen - Nevins Memorial Library,2015,"48,514","216,537","$1,102,580 ",592,"8,565",73,426,324,"9,252",989,"18,243","36,241","31,530","143,632",24,"32,500"
Barnstable - Sturgis Library,2015,"44,641","55,186","$226,802 ",83,"1,788",30,305,98,"2,556",211,"4,649","14,731","15,371","62,243",11,"17,680"
Barnstable - Whelden Memorial Library,2015,"44,641","25,356","$102,562 ",9,150,0,0,89,335,98,485,"8,864","8,484","21,000",3,"2,600"
Barnstable - Hyannis Public Library Association,2015,"44,641","115,050","$454,596 ",26,494,5,100,259,"4,169",290,"4,763","15,331","15,283","78,061",18,"9,100"
Barnstable - Marstons Mills Public Library,2015,"44,641","81,678","$182,323 ",292,"3,014",21,288,119,"1,870",432,"5,172","12,394","12,394",,8,"4,420"
Barnstable - Centerville Public Library,2015,"44,641","120,406","$308,632 ",515,"8,580",33,256,239,"2,465",787,"11,301","23,477","12,221","139,528",16,"34,216"
Barnstable - Osterville Free Library,2015,"44,641","76,970","$237,910 ",132,"4,527",14,98,216,"3,876",362,"8,501","14,894","12,936","88,534",19,"4,160"
Barnstable - Cotuit Library,2015,"44,641","41,232","$158,928 ",391,"5,475",5,40,189,"2,877",585,"8,392","11,177","11,521","44,162",24,"10,400"
Pittsfield - Berkshire Athenaeum,2015,"44,057","220,983","$918,373 ",40,996,1,7,117,"4,152",158,"5,155","31,527","18,835","255,009",30,"29,796"
Arlington - Robbins Library,2015,"44,028","735,002","$2,207,300 ",106,"2,116",63,515,302,"19,550",471,"22,181","86,145","55,580","300,291",48,"43,004"
Attleboro - Attleboro Public Library,2015,"43,886","194,467","$1,049,069 ",161,"1,590",52,360,216,"1,570",429,"3,520","49,863","24,713","191,307",12,"16,224"
Everett - Everett Public Libraries,2015,"42,935","107,997","$960,226 ",10,421,121,687,152,"2,538",283,"3,646","12,105","16,865",,33,"40,560"
Salem - Salem Public Library,2015,"42,544","397,810","$1,233,010 ",46,219,50,564,320,"7,531",416,"8,314","32,651","30,347","196,565",20,"36,868"
Billerica - Billerica Public Library,2015,"41,888","266,125","$1,422,611 ",160,865,29,"1,488",323,"14,210",512,"16,563","32,221","40,891","164,111",25,"19,448"
Westfield - Westfield Athenaeum,2015,"41,301","272,043","$856,408 ",60,"1,729",59,507,270,"6,130",389,"8,366","27,025","21,359","185,086",25,"24,492"
Leominster - Leominster Public Library,2015,"41,002","290,570","$1,344,467 ",162,"3,951",37,"1,048",279,"11,651",478,"16,650","28,567","40,574","238,700",19,"41,756"
Beverly - Beverly Public Library,2015,"40,664","384,713","$1,901,955 ",78,"1,895",37,919,408,"11,741",523,"14,555","33,575","33,112","222,153",25,"50,700"
Fitchburg - Fitchburg Public Library,2015,"40,383","124,018","$711,703 ",36,344,33,226,292,"3,813",361,"4,383","14,626","22,255",,20,"30,420"
Holyoke - Holyoke Public Library,2015,"40,249","84,528","$579,845 ",18,346,2,18,447,"7,545",467,"7,909","7,856","13,802","112,285",46,"33,280"
Marlborough - Marlborough Public Library,2015,"39,414","237,059","$913,304 ",220,"1,657",106,769,234,"4,530",560,"6,956","26,542","19,582",,21,"35,360"
Woburn - Woburn Public Library,2015,"39,083","179,712","$1,089,077 ",28,622,6,229,132,"5,854",166,"6,705","24,321","26,802","126,950",7,"14,768"
Amherst - Jones Library,2015,"38,919","491,028","$1,788,533 ",283,"5,715",52,"1,459",165,"4,562",500,"11,736",408,25,"296,869",62,"52,000"
Chelsea - Chelsea Public Library,2015,"37,670","60,073","$284,415 ",10,200,2,65,179,"4,492",191,"4,757","12,345","6,427",,18,"24,180"
Braintree - Thayer Public Library,2015,"36,727","365,580","$1,497,952 ",202,"3,557",65,918,174,"4,185",441,"8,660","41,492","41,499","371,942",25,"28,132"
Shrewsbury - Shrewsbury Free Public Library,2015,"36,309","410,182","$1,124,148 ",270,"1,676",28,840,249,"5,336",547,"7,852","33,157","18,479","168,605",13,"9,256"
Natick - Morse Institute Library,2015,"35,214","542,544","$2,197,264 ",383,"6,708",38,490,291,"7,584",712,"14,782","60,885","73,015","298,727",21,"12,792"
Natick - Bacon Free Library,2015,"35,214","38,237","$152,446 ",79,"1,129",,,302,"4,326",381,"5,455","8,154","9,454","25,862",1,"1,300"
Chelmsford - Chelmsford Public Library,2015,"34,722","464,837","$1,808,981 ",838,"4,493",84,699,430,"13,707","1,352","18,899","92,186","47,303","273,669",47,"63,596"
